Current Date,HCHO_value,City
2024-01-01,0.0001183050577032426,Jaffna_proper
2024-01-02,0.00011479282650136029,Jaffna_proper
2024-01-03,0.00011491942032227537,Jaffna_proper
2024-01-04,0.00011612500839420973,Jaffna_proper
2024-01-05,0.00011546735649835748,Jaffna_proper
2024-01-06,0.00011339960026597954,Jaffna_proper
2024-01-07,0.00011283980439408519,Jaffna_proper
2024-01-08,0.00011263334540287929,Jaffna_proper
2024-01-09,0.00011247826074979893,Jaffna_proper
2024-01-10,0.00011223832463530143,Jaffna_proper
2024-01-11,0.00011203765466289594,Jaffna_proper
2024-01-12,0.00011193389896647572,Jaffna_proper
2024-01-13,0.00011186852056588011,Jaffna_proper
2024-01-14,0.00011181623808782456,Jaffna_proper
2024-01-15,0.00011177209299703045,Jaffna_proper
2024-01-16,0.00011174050023562157,Jaffna_proper
2024-01-17,0.00011171959944390785,Jaffna_proper
2024-01-18,0.00011170474175404711,Jaffna_proper
2024-01-19,0.00011169354697474919,Jaffna_proper
2024-01-20,0.00011168519089370967,Jaffna_proper
2024-01-21,0.000111679220918765,Jaffna_proper
2024-01-22,0.00011167498725294254,Jaffna_proper
2024-01-23,0.00011167191830240242,Jaffna_proper
2024-01-24,0.00011166966830178604,Jaffna_proper
2024-01-25,0.00011166803091851658,Jaffna_proper
2024-01-26,0.0001116668512358995,Jaffna_proper
2024-01-27,0.00011166600034233927,Jaffna_proper
2024-01-28,0.00011166538293967702,Jaffna_proper
2024-01-29,0.00011166493428367761,Jaffna_proper
2024-01-30,0.00011166460916410353,Jaffna_proper
2024-01-31,0.00011166437402397853,Jaffna_proper
2024-02-01,0.00011166420379713541,Jaffna_proper
2024-02-02,0.00011166408038742494,Jaffna_proper
2024-02-03,0.00011166399092099972,Jaffna_proper
2024-02-04,0.0001116639261154676,Jaffna_proper
2024-02-05,0.00011166387918675762,Jaffna_proper
2024-02-06,0.00011166384519075135,Jaffna_proper
2024-02-07,0.00011166382055613392,Jaffna_proper
2024-02-08,0.00011166380270697219,Jaffna_proper
2024-02-09,0.00011166378977694872,Jaffna_proper
2024-02-10,0.00011166378041051071,Jaffna_proper
2024-02-11,0.00011166377362473761,Jaffna_proper
2024-02-12,0.00011166376870835624,Jaffna_proper
2024-02-13,0.0001116637651465431,Jaffna_proper
2024-02-14,0.00011166376256620288,Jaffna_proper
