Current Date,HCHO_value,City
2024-01-01,9.559183381656068e-05,Bibile_proper
2024-01-02,0.0001022689956497468,Bibile_proper
2024-01-03,0.00010569856495717646,Bibile_proper
2024-01-04,0.00010423698284867789,Bibile_proper
2024-01-05,0.00011132101216932986,Bibile_proper
2024-01-06,0.0001139375351359972,Bibile_proper
2024-01-07,0.00011622764731549863,Bibile_proper
2024-01-08,0.0001178770247808341,Bibile_proper
2024-01-09,0.00011939671341862177,Bibile_proper
2024-01-10,0.00012115881368161205,Bibile_proper
2024-01-11,0.00012236827454729,Bibile_proper
2024-01-12,0.00012339021264510212,Bibile_proper
2024-01-13,0.0001242532668023615,Bibile_proper
2024-01-14,0.00012502278019427152,Bibile_proper
2024-01-15,0.0001256975314318738,Bibile_proper
2024-01-16,0.00012624729384072255,Bibile_proper
2024-01-17,0.00012671556026292997,Bibile_proper
2024-01-18,0.00012711656658397535,Bibile_proper
2024-01-19,0.00012746179819022444,Bibile_proper
2024-01-20,0.00012775585791677485,Bibile_proper
2024-01-21,0.00012800437074570432,Bibile_proper
2024-01-22,0.00012821634722336937,Bibile_proper
2024-01-23,0.00012839736758132894,Bibile_proper
2024-01-24,0.0001285518559581388,Bibile_proper
2024-01-25,0.0001286833554703063,Bibile_proper
2024-01-26,0.00012879526195252498,Bibile_proper
2024-01-27,0.00012889067004323657,Bibile_proper
2024-01-28,0.00012897201372424379,Bibile_proper
2024-01-29,0.00012904133515159844,Bibile_proper
2024-01-30,0.00012910038491866527,Bibile_proper
2024-01-31,0.00012915069480579568,Bibile_proper
2024-02-01,0.0001291935722909051,Bibile_proper
2024-02-02,0.00012923011275733706,Bibile_proper
2024-02-03,0.00012926124871327595,Bibile_proper
2024-02-04,0.00012928777831548908,Bibile_proper
2024-02-05,0.00012931038472578784,Bibile_proper
2024-02-06,0.00012932964898094285,Bibile_proper
2024-02-07,0.00012934606466899587,Bibile_proper
2024-02-08,0.0001293600526280602,Bibile_proper
2024-02-09,0.0001293719719307706,Bibile_proper
2024-02-10,0.0001293821286931145,Bibile_proper
2024-02-11,0.0001293907835753662,Bibile_proper
2024-02-12,0.0001293981585932278,Bibile_proper
2024-02-13,0.00012940444298606163,Bibile_proper
2024-02-14,0.0001294097980524651,Bibile_proper
